BMA,BMA2,DFM2,LAS,LAS2,RDF,RDF2,RDG,RDG2,REAL,DFM,ARM,OLS,MAG,MAG2,RWM,ESMB
2.3067301969900496,1.5827276412618052,2.3036834877566776,2.0295975589368984,2.0379198095311053,1.8337127478452584,1.9606992505648455,2.130194868476301,1.884876137890945,2.492745815835562,2.255609744008147,2.0355116400150517,2.257142513758245,2.074411208623139,2.035322087033516,1.7487679639708475,2.0317937904441887
1.135271499416674,2.04712686904681,2.431191068521152,2.135027474694807,2.0926408056482955,1.8363859730127947,1.930877396560802,2.1818686916668155,1.963336299779875,3.4055462452140084,2.36936730331025,2.1137298526180097,2.9428744192183065,2.1581963055426643,2.124225615198746,1.8381030434213677,2.0866815078438243
1.9951351509293125,2.1987046066105975,2.7162456895026104,2.23301904620988,2.080632033889278,1.837926462439448,1.8900996846801303,2.4182796776268143,1.9581764430620137,4.12929677490208,2.619244389527584,2.2380601246848553,2.3084237148622297,2.296004943524641,2.2644044159809917,1.9821497729414423,2.2024337437647885
2.8721237652198437,2.494780015636379,2.9221251395670795,2.2129049498835327,2.2477706885937807,1.840854208905456,2.0690303376285057,2.579348893322303,2.018007041492601,2.598982795123206,2.8154477198998524,2.332326696575125,3.035823936420401,2.3880251615916253,2.3628314859702693,2.09060471744388,2.4188003172100423
2.209456160348964,2.5349227045607248,3.581455962329407,2.3881188790028354,2.526946268046152,1.8512965408283069,2.34589209442214,3.061534077381822,2.5687714480863137,1.6447328522045446,3.538265472794776,2.6376111621772735,4.386727780462074,2.715133451327483,2.696749077656735,2.441304376823314,2.765612363749888
2.898100802613637,0.07755432155881725,3.815702603161856,2.6126050740655793,2.9315319004744564,1.9056693117668704,2.954017667664256,3.292537647596563,2.888921051691532,1.2512530647245337,3.733063131826178,2.959986913337768,2.539212978540685,3.040113464545776,3.0370390406839247,2.811797594125228,2.7665235669102084
2.2557672184645106,3.1500288042688545,3.1434958802753905,2.4068259618427423,2.4354575110192873,1.8680373099795309,2.6410173127525116,2.921299150270031,2.747550990946416,2.5918762088974923,3.0405058717191613,2.468618544298457,4.4592751973595925,2.5236415592183365,2.505324294743225,2.2443082488964423,2.720743590403632
2.4892198635944474,2.914096383969066,3.046101126557158,2.3532631466605767,2.4070866519541436,1.8671592826779255,2.5546838497044204,2.866394017603029,2.553375015901516,2.2178198685735673,2.9509148612749305,2.498186754787342,2.830459634527829,2.552772865372733,2.5353873311875192,2.2800278163689596,2.5799419068094394
2.7368298785088907,2.135297050814013,3.281375024392767,2.4508476679129862,2.6292368803798896,1.864131525657644,2.4220383649521016,3.01090342303541,2.4751157719679724,2.63918320169525,3.1957694627606994,2.766415185683132,2.0296133861882657,2.8298659277887896,2.8245820252356553,2.591486493030507,2.6162338712205813
2.038225734256765,2.247197460163136,3.215024293450026,2.5323677498118475,2.482875405136392,1.866378643261156,2.4221906377909206,2.9850063812883976,2.4710049145523407,2.219659844335542,3.1318175696335313,2.7457427506055128,2.646658623608474,2.7883335144638757,2.79378893192974,2.567945924666694,2.595637235641253
2.4999366275270427,2.350823242827479,2.9460777287211384,2.4292651523718076,2.466248922245699,3.1000380560098564,2.7802145373807696,2.837074729694564,2.31921329725752,2.8206575928306776,2.87571744637217,2.5746279001249897,3.507487049268975,2.6024264884061457,2.6042640475446204,2.371219955363872,2.6843090120744435
2.4184101731912806,2.4075474567310486,3.0800540612779845,2.4711479790044772,2.5378179993874457,3.104707308525873,2.74160814934014,3.0115603866088145,2.4591745194272723,1.5980096646093678,3.0102204543140467,2.6487663720137964,4.143496102326592,2.6929760685827615,2.689288530464652,2.457255323464948,2.7916020589774084
2.216412077315993,1.8140290862406865,3.0221537235921163,2.47578060222491,2.4299217257384065,3.099102132608044,2.70101200703981,2.9439168014521067,2.370157486876888,2.833321388470811,2.9586119940274647,2.6269300172232337,4.150061336983796,2.6561873771625724,2.6614977723191733,2.4329359975958944,2.7039140092267395
2.645194671232838,2.6904485742725095,3.0522591087708064,2.506983196466138,2.4823950360412086,3.0581139887594366,2.6545529646724866,3.0085828033493978,2.5147839792969933,2.8343075271383356,2.990786741233655,2.66810143385209,3.738629326891234,2.6909787839792134,2.6964647906246846,2.4805876409974705,2.791924202696011
2.6036438296620026,1.5975330690079128,2.883239028533224,2.507365308548166,2.342718596234074,1.8840409826985975,2.4352962040412853,2.976050494880289,2.5849968528394105,2.330291405561269,2.8266506163415603,2.560419824772768,4.995686817542205,2.575821216119245,2.5816965938860887,2.3578527705456587,2.647534147043499
2.651884888062692,2.749088416735842,2.953803316017817,2.6393658085640372,2.4544579828345507,2.8799896808867285,3.0484297701973664,3.036024329610074,2.6933737185862423,1.2952046589412625,2.8995536326652154,2.7005607281784427,4.198013124206883,2.7123337159547356,2.7333335556710825,2.519650519010777,2.857990879145499
2.0733619202300995,2.4756766368887937,2.5240333928515217,2.573058895279338,2.3416703446524645,3.1402194567774218,2.9087124837246083,2.795147985917948,2.448771858462365,1.8478157869799008,2.529564977088694,2.540424149693294,2.5198740852565904,2.5483718799622648,2.560548304305426,2.3351624551512256,2.5543065884161367
2.3886365447554696,1.9853935349627327,2.1552042109185625,2.5736719294146604,2.2026334200916495,3.066133695885037,2.5500134512991077,2.5456931085936385,2.3477988383554687,2.591587999099776,2.167099272806702,2.1654541324758094,3.704544844657715,2.18141944420154,2.1662592545061803,1.9033855286313073,2.4068894141037056
2.9450424705322313,2.027679201533368,2.4325503989686297,2.6231027183161673,2.3566583399855467,2.9507916053052052,2.4089720857209502,2.522125188922895,2.167115541555094,1.7260947696963846,2.4291896032225213,2.408522923815144,2.5821034116754493,2.418479457822829,2.4233443749315153,2.1856150709682245,2.4587528262183844
2.0285406888914452,3.4136901891685776,2.6591425395760693,2.7180892862696164,2.609965931577886,2.678211248645853,2.374423051056783,2.650336888754284,2.2078322957371324,0.6225387318131936,2.6389738085135974,2.5791360857860917,2.2114022202692496,2.605174447696106,2.6106730426576465,2.383413445913863,2.55793367803428
2.5218510490336605,3.522924556543029,2.4977574236328235,2.854577203886034,2.6159353093439535,2.506190112380289,2.209618790934041,2.675845517591138,2.3647031954505704,-1.4310259608821596,2.4888118708036435,2.456402796846523,3.1792573135892184,2.4799297966067746,2.4772661006574057,2.241931388724641,2.6062001617349164
2.870595080929059,3.2231966197635384,2.187710040856298,2.72892979055905,2.4988172649649476,2.5206650561596566,1.9963128941001784,2.5116549340833365,2.305822676047905,0.1365525197471129,2.2023904588296523,2.215069119210812,3.7125068481739936,2.24614371049748,2.2236371129845742,1.965205872460503,2.4939104986413985
2.685102822654861,2.2995004416146716,2.195197268996402,2.768187202753032,2.540780603304073,1.8811529085417265,1.914376850684147,2.519339114820723,2.2365409084242014,-0.11772184682028453,2.208217097809394,2.220228990358639,3.579848577207465,2.256573069669808,2.2307028219112146,1.973992509616895,2.367316079224484
1.7791537283241927,1.692902595239612,1.4959320057389085,2.4023038796115364,1.9869800041515364,1.8211320605706711,1.8932255671694245,2.1333151829073222,1.725784506160582,0.7700484232904259,1.5273815808461455,1.5377951807353611,2.2980848233667097,1.5539735732639106,1.49188101184689,1.195867014939358,1.7690475143248106
2.241576303694176,2.279140038557264,1.5661920335778547,2.42638821494747,2.050612088297036,1.8159563702365489,1.88121834566408,1.915678780788714,1.5841690013351233,-0.4001035562145372,1.6332892371588112,1.731156259443489,1.6997910573585349,1.7362421417440477,1.6993983220904187,1.422218310681084,1.8455351003716431
1.675126765012352,2.499844358913314,1.2833765268740156,2.2735896727645057,2.0329566705669913,1.7989423805352416,1.8629574683106975,1.659798387224301,1.440186317691348,0.5369696541491109,1.39169254250595,1.5456265794835786,1.9653241510773825,1.531085548565572,1.4972538259078625,1.2144476208951671,1.7114805877552188
1.5190885969368826,1.1515288030918878,0.9974015715455464,2.1890564391114977,1.9997911901960217,1.793875885553251,1.8582565869366527,1.4362868752820548,1.3350125642158643,2.0699491942994364,1.1444384839140929,1.337095864774179,2.2444578247197997,1.3194744520573958,1.2760510863558645,0.9784330577062194,1.5053499521598142
2.4690600746380547,1.6025301304938624,0.6203304499116311,2.0119270967076184,1.7650609489474534,1.7730975770858886,1.9269264241945825,1.1767285982503275,1.1787567082633124,3.5197248300802286,0.8068241158623808,0.9995292908413168,2.2463008649285268,0.9869144575040292,0.9155886602299836,0.5988510760978437,1.4052284315971209
2.024633599708436,2.301191717588389,0.6475521243850331,1.9778388994038236,1.7562552341263626,1.7665667045848272,1.8759292333953268,1.1987555978794218,1.1480428439384016,3.1704592226730277,0.8371766021145242,1.0243803576472863,2.2512492025099515,1.010914614841696,0.9410236162031432,0.6309395230795835,1.4261633247604137
