BMA,BMA2,DFM2,LAS,LAS2,RDF,RDF2,RDG,RDG2,REAL,DFM,ARM,OLS,MAG,MAG2,RWM,ESMB
3.2864682159755763,3.197575942232102,3.9980462191312007,3.813763672429488,3.473664055565016,3.974528083525048,3.662191831858858,3.663457336780507,3.3887734670562795,5.001455693293089,3.9450716401304535,3.911298884572314,3.914074157946102,3.878340729152728,3.956631151410832,3.810370787449978,3.7249504116810987
3.538478112314784,3.798614336827331,4.01102809730174,4.11925076781456,3.66110584256082,3.96075618612244,3.552664890868919,3.778683462644973,3.5658000495729714,5.895934312930962,3.952180021464192,3.896099717641946,4.227800969308834,3.8813472650962777,3.9480079477581658,3.793194848957845,3.8456675010837196
3.745819612688605,4.076606836498755,4.02192878525139,4.111698713179458,3.6066268979120344,4.006455208038707,3.44591793217158,3.8012039295301734,3.584026145758972,6.2144566924332345,3.9581616590711,3.882768608267944,3.663817342939199,3.885433680617016,3.947568366381484,3.7780283902669662,3.8344041405715594
4.254549847790784,3.85313064783488,4.655201305373012,4.41862304787603,3.763389659835843,4.058196074712573,3.894816275139743,4.094970204056033,3.5786517685533665,4.086141925329478,4.5142061789894665,4.098899600219726,4.108490109611764,4.136582013452038,4.187252896664177,4.031566765994643,4.109901759740271
4.732201768975767,4.027580401756276,4.40613721857396,4.435473967978945,4.009452186368448,4.118960237478996,4.050920501823781,4.266372088083569,4.328885564476004,3.20048218187301,4.31329284773244,4.2057129132557325,5.447068575682803,4.231241812977542,4.284302456566296,4.156218943066636,4.334254765653146
5.119573187703884,4.354389226195708,4.324021110317029,4.249948078640869,3.934796490103036,4.091804711077641,4.127317593322071,4.290767675592012,4.560785767741472,3.501080951237068,4.25079716050972,4.2126218490004925,6.968995308090356,4.224058842985278,4.280852464513137,4.163272119240002,4.47693343900218
5.294159874063341,3.869221087117273,3.823253722991339,4.258077874391845,3.955656550714838,4.141352273252743,4.115445192587177,4.143156154816193,4.603815687936418,3.5714285714285587,3.796278089702211,3.821934127067705,8.086144871306333,3.8024340964175223,3.8451631061786,3.703723410184712,4.350654407915216
4.741218629341522,4.431364719651465,3.7212417185164974,4.337551482352235,4.009787761561669,4.132249407933937,4.111062784812583,4.111319261632223,4.4401382991636265,5.387467113130828,3.6915704385001167,3.6890505473065462,7.083691166160771,3.6461388757162423,3.689476540281428,3.5481127015961844,4.22559828896847
5.243731618173764,4.664697134577357,3.892956268295878,4.5045403259038235,4.119446282176309,4.123497458206861,4.103548725483756,4.2533416126251895,4.728821532169826,6.096054531112838,3.864345203551243,3.88672039618042,7.149663608410199,3.863804622667157,3.913840820810656,3.7812404100280097,4.406279734617363
5.0740980819897175,3.4594920180815643,3.85450711336511,4.397612292164753,4.148205268798712,4.122868134577729,4.099156378369377,4.224859054536046,4.656690398242351,7.447882639425085,3.838946979567072,3.891725522834968,6.475258053047708,3.8776987403121006,3.9170553269397934,3.787628473515511,4.255053455756168
5.736823353957127,5.282423942192172,4.721846424882252,5.014311350117888,4.7374794661887965,4.1234168793151795,4.2028756183899665,4.732913698083824,5.196211374175512,5.239169874773264,4.61759754867546,4.4793717359739365,5.876561398501377,4.5268453273565505,4.562904093972078,4.478488001728432,4.819338014234036
6.243156951246199,4.563433347786483,5.394197572609122,5.445944742850152,5.0348369329167575,5.208123914797438,4.295573583427091,5.173071597767104,5.660726750819845,3.0843656087370164,5.237029346509232,4.837447132788584,5.788436633609649,4.92549813023081,4.977960912865206,4.899498584442609,5.178995742311084
5.823210512904643,5.579296996240501,5.742953895190416,5.326957578690094,4.851666981880549,7.553861746943286,4.555096690590847,5.230329508730723,5.365660599418851,2.297309116352242,5.5830996877380175,5.001912620800454,5.076264662281294,5.1044328195832405,5.164013568131246,5.092417145798873,5.403411667661535
5.9856912393362744,4.644306110259353,5.635463452281198,5.244780468743579,4.88727937048058,6.436981462879028,4.270807441162307,5.138753578032673,5.093579524970387,1.956759117711293,5.464704217428106,4.920729944539005,5.416578694925508,5.031592943912964,5.088324680630487,4.9963265304205615,5.217059977333467
5.202884021630574,4.617053050547231,5.3253205784993485,4.750840888055641,4.665860356842155,5.244834022250705,4.200897073884865,4.865170426749424,4.414594408748252,1.6933125791012138,5.174134987072811,4.732997608045324,4.176880039875121,4.823517724161141,4.868583305439153,4.775728975143334,4.789286497796338
5.100545511151756,6.409444192155645,4.467224234129513,4.712068150501843,4.8416154662276725,4.172753049139037,4.185096688806977,4.654769082127054,4.4123326070749105,0.9159951301525028,4.416677510437062,4.396727138141502,4.662166281533338,4.41610362623786,4.463697859110327,4.380072101344508,4.646086233207933
4.123855633238506,4.6741444656446465,4.2242251355535325,4.194255624405592,4.161631601805034,4.160670933955301,3.8164917964909306,4.4280610920718235,3.945697687724398,2.4282464757102495,4.1629020567250805,4.0370686164287966,2.937392391222734,4.013039534546237,4.053364287611478,3.9564489930186095,4.0592833233628465
