"REAL","ARM","OLS","MAG","DFM","RDG"
4.928775805310304,3.9241553327200047,2.995338660608276,4.135279665087751,3.8949603823722962,3.712843484985783
4.56934463155636,3.9802137358477645,2.651708109379745,4.181827375227815,4.00736407980261,3.7439815863738355
4.571795538294543,3.9614013356429343,2.8369737681374283,4.183299572895685,4.007536596631637,3.871436866705857
4.884965466770375,3.94379963434515,2.6892423122768907,4.190555240384802,4.006932274271228,3.8957586186710205
3.8470269534028656,4.149720371734253,3.276021798405383,4.395393596384247,4.498515652784688,4.140706989822963
4.3155277631281574,4.2497653752905515,5.547678041270016,4.444770401899637,4.339551407369994,4.322337988388514
4.825246216670687,4.252978174719035,6.845817472721099,4.364082885744465,4.284787987588159,4.327570296216304
5.54290508149573,3.8732768895313052,7.3823733957643665,3.9447391162400303,3.8532604028901103,4.200791078874758
5.348600813202609,3.748207006761809,6.093524424747734,3.801124606337223,3.7517794176871218,4.178309902300707
4.61371314610588,3.9458876666465565,6.659586430487879,4.049235728788798,3.9283309984373935,4.339023101383888
4.893983488745013,3.9505738025513377,6.659694681969388,4.03018539284024,3.9071951262374545,4.3122957855405195
3.6107792380193793,4.519575126666062,5.712312086085605,4.68959539613261,4.633915524834149,4.769606502809879
2.3953675877739222,4.86507487508554,5.0636876976195495,5.085307643358004,5.197810951185031,5.178813316234394
1.6092825282061352,5.021122644638546,4.5602406924897,5.2459188521657465,5.510282889453834,5.203321040088558
2.198442163500003,4.94389181969244,5.200907179546788,5.214035142815026,5.4009069784100445,5.113396715864038
2.374128976884249,4.767009588325733,5.02133860396077,4.980557478563979,5.1587317940415005,4.889651098473119
1.9450402921908694,4.448139299645257,6.456932636118215,4.630140374068494,4.4706201171594175,4.738834348497751
2.3355210732965315,4.101642290588019,4.593846962500849,4.254497976615471,4.246559503717302,4.506647292687313
2.998609340595637,3.7947770761867607,2.256879727367859,3.9053301333527415,3.8957868661325037,4.23184851990365
3.016456025681835,3.7524667146600983,3.0344437987659765,3.8274324778739497,3.7993055433521734,4.18950521368398
2.6152073732718772,3.9145724493138347,3.388201591283729,3.9784211754419943,3.9181507457278326,4.111340097584505
2.768952082464704,3.6757272029472245,2.204200079066209,3.7429860914840964,3.690078787775282,3.9013954418146652
2.7157764795383788,3.6045600714660906,3.0688095860819207,3.616931437861338,3.62216297393032,3.6330178563480326
2.7553811562862407,3.2283875637835258,3.7096391491299947,3.210009085812568,3.177526766919521,3.3026432767403597
2.554697646538351,2.9950630869365966,4.303697812030987,2.924167386219574,2.8780019245467794,3.191827250993426
2.723763123780243,2.670252363107627,4.169553225593368,2.595154398402121,2.4992073481259527,2.9389261837933107
2.5587081366918785,2.7457238175316947,3.4451056131578968,2.6588080598594805,2.5940137075579908,2.8438491962514543
2.4220079410096407,2.880747091948563,3.0954476998818543,2.8458603015429698,2.7284575457187987,2.8246637059853392
2.821010295554638,2.675453864434995,2.0354435863990723,2.597777933443783,2.5446949598040356,2.5407384858998836
2.585147409908295,2.8542050454762746,2.9734008436855506,2.7926254480534722,2.749194458940099,2.6296564869572925
2.4266508835714795,3.0466517659925945,3.4622143588318246,2.9817153588200878,2.9694938609567223,2.6942849533141255
2.600030919286578,3.1254969789244833,1.956931851700881,3.072836469558304,3.0791798044355487,2.6668826548959865
2.736918931057719,2.887031340937171,2.950796921030782,2.844862492447558,2.8834383846682305,2.613467195657915
2.7348894555440317,2.8923669913633776,4.98125332903172,2.818113842725348,2.9177234591768118,2.6841789434018173
2.555544694102707,3.0382718042293133,3.507802184314623,3.031812621110734,3.099472126130242,2.867134958774465
2.591208300792136,2.954808639843489,3.567846532822017,2.947598292811304,3.000301012703563,2.946892163431443
2.6676691310583145,2.801685812994273,3.6681141187845716,2.8391977256689622,2.838171599486843,2.7675444010467274
2.494519825744357,2.9436566352120486,2.908992907223133,2.9776059648398485,2.959658392584794,2.720960095385746
2.713816928125379,2.931266543227121,2.73897504846301,2.9304018667497838,2.9145453946934357,2.701302311661635
2.4298548721493063,2.872345026315805,3.4945864612934727,2.859425210031273,2.8548703283625336,2.6797017909348404
2.264078098284683,2.962988172563094,4.230785135034956,3.0237010393712334,2.9500468635940487,2.6476425571651085
2.3074910853193575,2.8775064916282673,2.6965203930940573,2.937273746943253,2.8696148269332484,2.464486359775331
2.11318888171359,2.842487141210129,2.864677209748115,2.87389210550736,2.852271126687616,2.4186970101067193
2.2006933691436803,2.8409572207531326,3.8919409646789282,2.8696241220857046,2.8509683204951983,2.5496252949858382
1.9507397237818136,2.9901012528213573,3.68753287595253,3.0142020286784215,2.9601655924104224,2.617837170757112
1.9254666866951542,2.8680401888947977,2.9438469203774438,2.8465135791399603,2.841165009572075,2.5472150542831296
1.6715522530506455,2.720234300881669,3.2440092930477133,2.7006349542721506,2.646338205928761,2.2754295962410462
1.785738590736452,2.7513910883047994,3.243806252146973,2.718958133792294,2.668068317134191,2.1714556953407405
2.1291638341264463,2.698902717865737,2.458492704609049,2.6266096973031656,2.6222224217445067,2.231554280459418
1.7348875033884603,2.660526971365854,2.1611564107276697,2.5374198485939767,2.6121074073159276,2.3381628229355313
1.6532056225225578,2.6435409145455173,1.510850318806777,2.5300591272217194,2.5929828694613763,2.4398639096855423
2.093759298834108,2.509771959108299,1.1428924991265124,2.3691029340562224,2.459771382393314,2.3974181044146174
2.6663782146624015,2.3285818309329653,0.8829556789623272,2.146503500880835,2.2913525003815733,2.3618494151138028
2.6549030717552657,2.3912040897761866,1.7890533725782092,2.241935933213839,2.394404691770067,2.4419711983205383
2.319292911627402,2.4520496198514006,1.9750657434515735,2.3266390810232593,2.4488503709350935,2.5599019017410005
2.424079548508473,2.318639986990626,1.6574188781785228,2.1906343157790755,2.308648295779509,2.3814849313419897
2.52522541863458,2.1745333517148575,2.463315996640163,2.010901811198893,2.1816628109280876,2.3137910714981516
2.1711195588156595,2.348346935693611,2.364540691432642,2.195322876690766,2.3406316413180517,2.3578505023555887
1.9294406490179217,2.4841919328738955,2.002706524995724,2.324233980250184,2.5109399446050245,2.511548289206096
1.8213044693852876,2.5289135897918227,1.96070319974519,2.4028488991152006,2.597100076840836,2.610714460235103
1.9575769665536313,2.5320825396254882,2.061315177728264,2.419998770867278,2.590374226652363,2.3639325209959283
2.1401449775630077,2.4098655498392123,1.8889369194710492,2.33271800996676,2.440776634359834,2.2044888564935268
2.043223045223863,2.4194817525408743,2.815585306048165,2.3297354469164975,2.460161910384311,2.2580264757248907
2.092188720719257,2.4556613656808794,3.198661026112379,2.366721380989495,2.5161938311895327,2.300318391369185
1.9480090396077454,2.5931922829804535,3.246375570985279,2.5170589939287824,2.6570556088894817,2.4812376759112595
2.0397123820832253,2.539719757813049,3.0688080027727933,2.459167587715476,2.564527941639402,2.5132770038950354
1.8174395174566538,2.453351618108556,2.9231978303149524,2.3690405513742023,2.4938912410505916,2.488207556698874
1.8127364438839777,2.574084872051338,2.395062385266977,2.5125633399114604,2.6320337837979593,2.6026848396752573
1.5188877229801,2.574358133447434,1.437597376952334,2.5567428733547515,2.6698482745641305,2.573432313271619
1.7271881429451685,2.443715572893822,1.6623940617080677,2.430439187180443,2.559920472538767,2.5226242988681093
1.9344536935239187,2.2777052633170003,1.8499712900349856,2.270631512892716,2.360460677353649,2.441165068064463
1.8153797931250715,2.2687424564966294,2.112561107673854,2.198712824279185,2.329482841110516,2.4237737659419665
2.2735281450255496,2.2297265903211323,1.7240785969219339,2.1460964763254675,2.2922391451846758,2.6397355757032708
2.3510114816839955,2.30216202969109,2.4992609530054333,2.2253705276304334,2.359371777362133,2.6538685199349765
2.6946458558429587,2.132077742752971,2.481728703616512,2.0802713939402055,2.1773085958404095,2.3608318963477983
2.3022554827980546,2.238513273108095,3.0725245426084813,2.1897972006119284,2.299272687685982,2.450265130046809
2.2736994931490617,2.2640193408891522,3.0465904096466656,2.1950647203236926,2.383822512364593,2.4146523833334284
2.1588599976702483,2.2505243731429267,2.285188799278387,2.139987838447535,2.3603020622781434,2.347628300301384
2.1111856707789034,2.3510105685645133,2.3309221397478175,2.2582252507968206,2.4789713164102873,2.5043728117813484
2.1178317314496375,2.3821703902828597,1.996322479176315,2.2810480818076333,2.553043080800198,2.432363246025302
2.1450407172399544,2.4051049087759573,2.345377678631795,2.3061170192525347,2.535255988182197,2.4095118228653973
2.3788116217535293,2.327633628560463,1.6322280820917752,2.228245820228279,2.3999962285397647,2.385570710635955
2.2071263778518535,2.403771111414609,1.5298721827040513,2.3021129286927704,2.488963832592896,2.5510725613444016
2.4277501056378714,2.3039304317212856,1.3957071259816782,2.210594157807509,2.386074696540634,2.407495936631538
2.0840250287319506,2.477647123762101,1.8788812126462473,2.3894028571844323,2.5699679647507074,2.4425955852269343
1.6704013037278642,2.512460266518459,1.8468834692416574,2.452438045042287,2.671902208946952,2.5778334725716543
1.2199926292112195,2.669396545171155,1.7867755859658432,2.6176884472426982,2.8514514601934575,2.785390936011003
1.2388931200812525,2.602146285836448,1.0900703957500335,2.5277413013502614,2.781843085147154,2.714399823862558
1.0927853348714933,2.516140283623,0.9412076436495458,2.4447067054097174,2.632369691602371,2.617622852784959
0.8400278322474364,2.5616366455538166,1.6736839149779539,2.497423722567066,2.6591490249650405,2.5870974785205854
1.0894017137224044,2.39357973302858,1.956185344074086,2.3298021972024,2.4344284779946355,2.3820850262246425
1.1616161616161413,2.2171529292095027,1.4952002841587355,2.156599467789916,2.19584358901158,2.27549338049746
1.2656469072490406,2.0314299063515513,1.4646186674296233,1.9520985486544924,2.011877668973261,2.216041861938604
0.9814805470050647,2.133763362196322,2.4565319778522996,2.0686940671122924,2.134744897510978,2.276312104664712
0.9481541254791281,1.9929534153991546,1.9547899029702498,1.9246673645477153,1.9806484572344114,2.0110916374176706
0.6601408468448255,1.9720902865958096,1.5007570778039105,1.9241351934149666,1.978219313687836,2.0935652721825515
0.22122503362367318,1.9275210313437148,1.325462881418933,1.868617588929175,1.9224684432346384,1.950351877212767
0.2159176500125426,1.7777213231336406,1.336152669852174,1.7023181709419277,1.743886192747428,1.8865553583460097
0.4719467804694233,1.6265476880479124,1.7263799395590287,1.5673096386750252,1.5773759748563716,1.7293206430399264
0.34397479192036506,1.5081032357141306,1.9403702636616316,1.4685455211010239,1.4562243834649142,1.8339462486546276
0.7479168758156796,1.4266041711636808,1.4968512849403213,1.3695928899343426,1.3431101673433292,1.7052627657245725
1.1451675686535712,1.189126358042679,-3.2198901051464013,1.1366647175268687,1.1115601898543266,1.4701520697893211
1.0019461359783932,1.0991571230450796,-7.785775589332426,1.049408500618063,1.0260364910550592,1.3288980848933858
1.1762345446793887,1.1196804494307107,-6.024321880792121,1.0593630862780872,1.0571972618296472,1.389088959898147
0.8990958952139749,1.268375569189132,-8.372556217238321,1.2312358962784689,1.2243327852537913,1.4979970164408476
1.2732786926335393,1.085236978865716,-9.7162914144531,1.031539007024008,1.0614973559472933,1.3865610980704635
1.155202160378055,1.2412711653650885,-8.94895865518566,1.1769410052604905,1.2178743700196928,1.3717925385977716
0.8315125788126654,1.2881292077043207,1.666968092101278,1.229180874453812,1.2380171449879258,1.3941046882669583
1.099395332567088,1.03701138006356,3.0270145613879893,0.9995272935260159,0.990388087478249,1.33113231446038
1.598204824534033,1.1099479866402189,2.700048055129384,1.0795359615992797,1.0487973604118432,1.2821646252111536
1.6754553274243467,1.0992393639534428,1.2424679222471542,1.0386579011606774,1.040139552971841,1.3972817040008312
1.5043211875171103,1.20595416114666,2.1119623029399954,1.1437512692636767,1.1115064606794214,1.1649295989947381
1.6706443914081603,1.3289738725329894,2.2824460437658463,1.2974486467386215,1.2484555659233443,1.2789420479846305
2.0763913065101836,1.3583361690863207,1.9024936333465503,1.346449865764382,1.283637323909295,1.372210886234844
2.6415188111923005,1.4124905940668988,1.7756926581352128,1.4010984359125458,1.3707080413662525,1.4489554807306795
2.0307707529435337,1.7053140294530866,1.6781439667694644,1.721013654071458,1.714307132202729,1.67526673716796
2.1263707055347414,1.6216981943682771,1.8720047640645976,1.6221400256564191,1.6302258550161635,1.5535289315371463
2.5832447531703107,1.710970226933846,2.2731076427623425,1.71325954885572,1.7144248341517436,1.5861230481797646
2.628205128205119,1.7332141494273055,2.2235242464341063,1.7437307647320934,1.777571413285673,1.7620518879578342
2.909073009856833,1.7711107822192083,2.0512538636723177,1.781367310309911,1.874380050444581,1.7813028888044875
3.065716703250887,2.1349175323107366,1.7775311094327786,2.132560747429136,2.2827577070490386,2.0238396519941113
2.553962559839329,2.0890290954521418,1.7446832313962641,2.0911983428380276,2.264279864070574,2.0791504009532877
2.532141065945792,2.165422730845613,1.6686724176089487,2.171798754749023,2.368176160102936,2.117928198149086
2.696733413869268,2.2912328263585615,0.7614526829718403,2.3220565452718693,2.595200724035374,2.4037697090392127
2.6038498041028646,2.385549008270906,1.655490572623299,2.430776398107926,2.7706407178060526,2.567433111251709
1.9358360118867157,2.6853413984494883,2.324810348892683,2.7397434708683988,3.392335291050759,3.0389892575943773
1.9493459907967914,2.999611611554359,1.727462902537031,3.032794724469441,3.5865277945689504,3.2798838085734587
2.4129593810445105,2.5172392376177113,2.7271757198081596,2.5227186464194995,2.959702470827498,2.9148421836712046
2.527058368766877,2.550133186828922,2.5167620572913956,2.565250556756213,2.953216836790492,2.9261825871705964
2.12386823348103,2.8188805908162418,2.664473243392993,2.8561381852135432,3.263100295031636,3.1303912442284023
2.5343518785433172,2.7988293951550345,2.766768067799388,2.8437401372997297,3.2006120417472963,3.088266422084528
2.837475823793012,2.6296145731598903,2.7492268732106337,2.682013326125706,2.9118211800095017,2.884824751234977
1.9688053203195999,2.700023348285836,3.3847946249917213,2.7611026825832674,3.004593021974497,3.051410929438137
2.0688501875343324,2.6796549136447814,3.3775092735628296,2.732290406582647,2.9620626634405864,2.9698948990438385
2.347608254801381,2.7193603198362015,3.914027778849311,2.776023099026463,2.9885846487373278,3.0485142380031616
2.46848864638185,2.6145920172286865,5.553319768206859,2.64859256227364,2.836517981547465,3.027271814570229
1.513444271803177,2.7509366247610996,5.109094114002565,2.7851300262326992,2.9124992966434977,3.0902151572884273
1.2366151805173864,2.5938676863578327,3.9437496642116807,2.5983095715384863,2.587110520794883,2.8654366559852766
0.5756452319755301,2.2243117187566392,4.891992431484304,2.2511817387334165,2.2274679408588907,2.6262613167801496
0.9316182729594225,2.4650470387279775,3.872025744155121,2.510245000810767,2.4824041233232843,2.5865518198477204
0.2523168344849225,2.633374806713593,3.4857458137651123,2.6852079102348156,2.6783913653338463,2.72836170864177
-0.3318662179019549,2.5112698788371692,4.029230255629254,2.5490418612510277,2.5350749511017465,2.758731471604792
-0.1318438121696408,2.272862222298426,4.133926857710206,2.2979055978547613,2.264239369217295,2.596153473366965
0.20954488734017396,2.2794768898874636,4.01501126859047,2.2851017950788544,2.2712611690352595,2.6283357342452587
1.421991260186628,1.6161398862273242,2.0312251508846,1.5854160506219088,1.6089914170751562,2.2149049409004933
1.5580503189061012,1.8076554366502064,2.507398061236251,1.7896724560365276,1.7395972410814091,2.0373151724125513
1.855842488901427,1.6261466946308085,2.2943129291401263,1.607565391336853,1.5236230468888734,1.7530209197074624
2.3222095175226443,1.415363084794641,1.9409054511840358,1.3797099257078478,1.290132979603146,1.5008735256858021
2.5985652527298786,1.0840629310058438,1.5786358531387554,1.0405036156356564,0.961848493813422,1.2345869890916974
2.648321279473187,1.1050819135094372,1.6621248853097612,1.0807136432138975,0.9875135970019037,1.2431394550844426
2.4298714701191493,1.3426381733582313,1.3815347772199384,1.3302496050670536,1.25106843748619,1.3190327648383249
1.9360112097150495,1.5546582566005622,1.595946851026462,1.5383712836602597,1.4854067759503506,1.4929306334557424
1.9741217375071507,1.3895846786985162,2.0235259661309155,1.366388409039074,1.318733117541985,1.3940527473716908
1.8807243235684723,1.3403367446811627,1.9618249779691521,1.326543189125034,1.2738356515062577,1.2020500488830448
1.993115958881786,1.552621491184987,1.430167716861035,1.5525785715353693,1.5181338283470873,1.365000999381304
2.432655145599538,1.728736760210611,2.1423122563048684,1.7539759086963986,1.7028769810352236,1.4813916411993657
2.5791351902488824,2.164255750083024,2.9161426583970274,2.2136844382546608,2.1091320795670456,1.5580583329598712
1.8550000578242187,2.0116099741689486,2.9716943020545847,2.0536951149294183,2.016088114497182,1.7306924781034339
1.4210617526428049,2.1585627000020997,2.526878133691359,2.2066658463694013,2.200743353622609,1.9650267064419864
1.4776334776334998,2.3211718771977927,1.7821091569777403,2.4082072941246637,2.3959504423429414,2.126982467439752
1.4944791774607502,2.4902272158031353,1.7255108740361584,2.590009881919041,2.6150256122424573,2.3754474336503266
1.3049111903587818,2.703754136674246,1.8857991440169823,2.80795899779806,2.8961454598834298,2.5629770219793144
1.3841067935621787,2.673764864887589,1.4625857419607307,2.7789970551242993,2.87232457031456,2.4510052996964435
1.6660746410606109,2.1480759321531244,1.8525436634811858,2.2471290203619105,2.2639461171151924,2.128497088897023
2.108523574624277,1.975245017989344,1.9909479182501706,2.0665884598979276,2.0527024408630026,2.1560005960470088
2.339998854065195,1.9569364909150455,1.7544933568343908,2.0489514500556316,2.023018459665557,2.278141465652022
2.523370894379573,2.0097152478692086,2.0506440043872716,2.1168346042704695,2.064241389330678,2.274620768426435
2.3627788284080076,2.113233851361456,1.650803982371081,2.2151798362303525,2.1594768676288933,2.3676108905319873
2.1425487924022324,2.207195398465,1.3349261354070197,2.316210713744716,2.239156753153287,2.4941935206065518
2.556876292643029,2.0156428240581743,1.4245776785682092,2.127371377173164,2.0343424212339234,2.50396290057029
3.0355663022624935,2.01954723191597,1.2808521299195916,2.129666450163084,2.040892230389592,2.4971393030307016
3.2372063520829997,2.144956468054115,1.6762799067131442,2.2463559098009376,2.1686169952225467,2.620388159193793
2.771821321355228,2.2327898780664714,2.135308846125131,2.3057375310959802,2.253498381836601,2.419310178240924
2.461295952260345,2.0823837900969218,2.3469619388177594,2.1314716087540955,2.0856116368881663,2.2797122651783894
2.504243050950361,2.021654132264357,3.486206003519353,2.06777947774446,2.016751103962803,2.5039790174752636
2.933025145024315,2.3235789154937674,3.4577589744441006,2.3614575066787507,2.331759156860527,2.7497053933274
2.925323731353302,2.7243494962931027,3.543185165680888,2.7793434674944675,2.7528191769796146,2.9179146122006037
2.4031655798919083,2.914413663755795,3.437561199222289,2.9735605929839433,2.9537235699130355,2.982947459789588
2.2708551328004756,2.794144579601222,3.1712317668673964,2.8514936323685625,2.833455434518488,2.8704554497348242
2.696089335765439,2.5916445516326205,2.9739176781742827,2.649279960427139,2.6289722241679003,2.703022331391259
2.9062087186261465,2.5163577567456503,3.2012479152463236,2.54962193432914,2.5584309414539246,2.7215960122807306
2.709277894504014,2.881756150165596,3.0938729186054292,2.9026411506534644,2.9510639715452407,2.9122600608369593
2.213062358101725,3.085838454401547,2.8075327190818955,3.0990598181783127,3.1653966833868212,3.0801141467606707
2.2006101791988364,2.9458058637668594,2.9488616491820947,2.9329254371825564,3.010511801137244,2.9866754293424576
2.9211702291588537,2.6867037516927974,3.423261872799622,2.647876171073972,2.7237167701116936,2.9346898152044214
3.167251975417029,2.7365717710245523,3.7238356864838753,2.6945687502569715,2.7844364311108585,3.0185832794878293
4.521183473389367,2.846708654996883,3.5994522492950063,2.7876234135667497,2.905842781903586,3.078261178177104
4.231083956139869,2.946585522683012,3.353088703253212,2.886156507371776,3.0111309949963667,3.0569179231856785
3.581939872244888,2.7268265814775576,3.754186519160089,2.6394612058355604,2.764050284618957,2.851778756586108
3.5035732961478327,2.4947275950786727,4.254848573366345,2.389827711200534,2.522841538405274,2.688644560931331
3.536520541109356,2.7489687310002533,4.515526170514175,2.6425233844255622,2.7865208545484257,2.8736218083006393
2.7851301275887863,3.040179178689534,4.605779786120628,2.940865756770942,3.08500891741999,3.0272908134171135
1.1748592950844294,3.7198441542235057,4.137863165590017,3.670825689088212,3.8031279323075484,3.351341567430523
1.718058849926285,3.511208851244494,4.051575433417597,3.4460049776579273,3.583507945356864,3.2088951696753676
2.630085349268052,3.0176604486250804,4.491055109835166,2.9526532647471386,3.0566399090384673,2.8423502639453697
3.0663811563168775,2.9807138309515455,5.050196233532702,2.921801869623856,3.024050070874732,2.912790075355967
2.8909189753866915,3.3084922418996014,4.5456801944176775,3.294681148149924,3.3736332982408506,3.1296816736273247
3.441588884626867,3.089774202036318,3.7069671368139216,3.069791485276069,3.1390374470689517,2.9717368628214373
