"REAL","ARM","OLS","MAG","DFM","RDG","RDG2","LAS","LAS2","RFM","BMA","ESMB"
1.1270910366933062,3.1994970703638126,3.352314233472381,3.1672472468189157,3.2082480765376222,3.1317900790852593,2.3948290145158597,3.038108846116024,2.7504793286135367,3.004641744631944,2.8304505563065847,2.9364847196840396
2.326948924731198,2.144055878208886,3.764716606841739,2.0558753184545067,2.1427087748450324,2.6024646581525923,2.1953481667462666,2.930493840588504,2.5561398344719146,2.6344913964286745,3.4566162330821193,2.455033657462486
3.2596679265942896,1.7837462217209021,4.813092392690951,1.686495820904015,1.7828019786778997,2.4437838764040256,2.171505947663176,2.778941105158216,2.5259688586416607,2.115875364836734,3.956843367927715,2.289033937196015
3.776683087027921,1.998635342264255,4.835486689053277,1.892440875139815,1.9985894910192994,2.576853062060268,2.2224129061394207,2.7452480328731186,2.5724211361616103,1.9691545226834535,3.9780807476064353,2.375962145859184
3.362930194039393,2.3315652211636757,4.704545384064367,2.2535003609889825,2.3274367255383708,2.6857689545598946,2.2400622126394834,2.7822075652223894,2.7065041360160573,2.773118973817582,3.991574818539911,2.6605374926720087
3.0348315898379497,2.2147089678685834,4.321668879832766,2.138621825787478,2.216909834684436,2.6186391070926027,2.223095021733948,2.8905173201190557,2.591776308643773,2.148598715069437,3.5324753294787556,2.4380265718952017
2.5415342950887876,2.4596022796546935,4.631883724040642,2.3953921409967256,2.4607067168267562,2.8232286273663467,2.3879842197756926,3.122372956640309,2.765705767647164,2.1484288371663443,3.9983181522069073,2.6594483020391833
2.617811916130375,2.6201772487097763,4.591491720883859,2.55411408350819,2.6148826801476917,2.8913470050897137,2.507233750176245,3.0320469481344663,2.7577775474401403,2.2966149984971214,4.184122683250444,2.790703284532801
2.8095765951495544,2.431162604208533,4.78501142087635,2.3699897747933476,2.4289878259395956,2.8456684176691938,2.5883905111661516,3.1347179781453307,2.8263701647379333,2.512784209186846,4.191348660788159,2.7641476786886523
3.2541994669311514,2.4854690929190975,4.28973655454803,2.4442832009831807,2.483242345725869,2.8194449115150917,2.5447021681644784,3.163313181129653,2.803470014440602,2.7672737389301587,3.8475965828816965,2.7680053062921552
3.3836098023650507,2.4617902248689076,4.282634659630691,2.4160266955049616,2.4573019920686883,2.8558903801484523,2.5923616996867387,3.322489870080797,2.846076504516656,2.9515639914417733,4.157842950072652,2.840423436880054
3.609186646215301,2.2863611307058838,4.103648859557178,2.2528856281830376,2.283764037574714,2.8186810033344165,2.6524439920153435,3.402344382963978,3.0451561952549278,3.0190903644366616,4.2484916302474245,2.8268847112025703
3.8776034970429585,2.088676585795587,3.4516037818115963,2.057451462219447,2.0903001044599145,2.666566202216665,2.530010797872298,3.387981787911405,3.0292936122413066,2.7904350176378387,3.672138465482359,2.60832943510125
3.7192241882767707,2.6378349775651837,3.0974723216613382,2.6362166293120475,2.624917188871321,2.909289342900682,2.6111878137401634,3.5748410383860225,3.143095022317964,2.5539470456676767,3.02528686648507,2.747497934851346
3.6186058866197524,3.122986914263326,2.1913851259539134,3.1442102434617634,3.093223570071801,3.140788448679403,2.8099657344354645,3.615004871981088,3.26197455506325,2.7821321897081606,2.580418171174234,2.970701625454
3.492828316712915,3.5396384547174096,2.083271787742891,3.575514927318726,3.4898157042777487,3.3452806540249895,2.9916220141649514,3.7172743057297475,3.3830309815668382,2.683776528969999,2.473503640264306,3.162414607325711
4.355319450921558,3.4186439684833543,0.9644557425373358,3.447442776428899,3.375527323979466,3.234969462983987,2.749320712688911,3.6902835401457317,3.253185958599863,2.540818760653904,1.25514898819146,2.8628697841465507
4.699981798693553,3.3767294215282067,1.7220909644402487,3.4129481824499863,3.322508191192118,3.3261122663873457,2.7501661249933966,3.66189873191656,3.2331648706336327,3.6974338773457385,1.7580380752898077,3.0787126776332694
4.086368681263242,3.2825257777407257,1.5216359141376146,3.333446981981912,3.2293795785831145,3.239913638648241,2.555019497757652,3.5641940316505365,3.1696739089232153,3.731937326769882,1.5531073341772406,2.979298629419106
3.661382473646091,3.249524636807941,2.4993676113315333,3.3147366199788366,3.1922418906966055,3.335342331718935,2.5586079493246947,3.7335029817448837,3.244221906278721,3.973460575876672,2.2462627416598164,3.1112937600890413
2.0671523471210485,3.2899316757668084,2.396989419939668,3.3550842426936542,3.235193195010558,3.360777957186593,2.632319670907822,3.720405214454594,3.2923406967594246,3.8271349272247503,2.31322818492346,3.135033227612354
-1.0910071834630442,3.427435220637213,2.7539514404049226,3.4891859549638715,3.3636507296443727,3.5556286346538095,3.026529019500613,3.727311925934887,3.4070004662688556,4.417467003884717,2.251667741518752,3.340419448059771
-3.5302522175698847,3.8563380260202056,3.3831896561986685,3.959648755053911,3.7894373508905455,3.80872462996512,3.401989917823481,3.77452418825664,3.523324721296405,4.559339421009589,2.4805770391382294,3.6529507473189096
-4.248256239008885,4.104801263360724,3.675490494826901,4.202816638168386,4.058781509334394,4.011605841155727,3.668667853520955,3.9920066332619446,3.663563729696599,4.278251106478165,3.4656503579025655,3.9203617797802552
-3.6604538488159477,3.957589474467147,3.971136006520738,4.043330102640204,3.9294708160145704,3.9414471030627674,3.4730484513212256,4.010075170740874,3.6004835307468452,4.003976962873434,3.985389834992372,3.8561841675794
-4.036113635465655,3.7065460996494064,4.202756136562768,3.7722835087596196,3.688034338489175,3.834289989472508,3.265628804539337,4.028907669797595,3.644902064528772,4.255506087771947,3.895036230591063,3.746848162047046
-2.669738985340264,2.9736730128601954,4.01230574642161,2.9969280900556283,2.957796024417943,3.3709120877716754,2.628004458597975,3.9804536029322604,3.5177485482397928,4.069620037129457,3.5244890419783728,3.238322744754195
-0.14264905319201215,1.5503370896375892,3.153675053613366,1.526835784477044,1.5788223361811555,2.568637717654277,2.1098814411131785,3.739525786464026,3.3104208383810945,3.654813381319563,3.488260484680249,2.4599101936842676
2.1412627389982397,0.8465907834418063,2.465597097415803,0.7834744111548922,0.9707401286044299,2.119430697155776,1.8699677086617406,3.5463263478378355,3.0974389560051856,2.871707193959641,2.6561298673916043,1.8708641498884715
1.921912221908162,0.6686044391475621,1.086264034388412,0.5876452190083514,0.8901711868727691,1.8782985999193087,1.8085688453354298,3.1927355060785465,2.9949954435872344,2.9507250822538804,2.139333596200732,1.720006258915137
2.0224809637000796,0.6577444512652801,0.14081754291158247,0.5461254411463317,0.942679832916375,1.806435042047253,1.8020912316374316,2.88004344425416,2.702926647391539,2.62199130433312,2.2511971460946327,1.6463937221121014
2.542518121238402,0.30695787955912507,-0.6254778130830809,0.16819698782884243,0.7321117029780388,1.476262943685069,1.9822172072850928,2.3604035714432134,2.280221800320751,2.239770360298477,1.3416721596263765,1.2930211568423862
2.866921683108492,0.21556778158618262,-0.07377412848251644,0.06717931701562357,0.6753085719975116,1.3183898804565832,2.1227015639545703,2.2493389319996018,2.2986049646972604,2.1399878238783194,1.7970183900604015,1.3309097733128386
3.0621066811427955,-0.04709964196733307,0.04791430233412533,-0.21207308059021054,0.4390239037982274,0.9700730871758211,2.3354420002833987,1.7411352817570198,2.0292736561008615,2.5427337067787175,1.1712553622863784,1.17979370095572
1.9686809837409225,-0.12154023255337432,0.36848014451852995,-0.28443978607868914,0.34613367357378355,0.8951696017873318,2.4716415940901357,1.400993061193426,1.9261016515191507,2.2763983377826658,1.1987669165153902,1.1161517364070088
2.427514497100569,-0.5111537791745766,0.5913607218758499,-0.6465481597853431,-0.046443385353838296,0.5533530590881715,2.767563579155588,0.8103122713623014,1.864169795815206,2.4450624897478304,0.06964397435020031,0.8488992163935809
1.9144862795150264,-0.21039736236253626,0.7974444060924628,-0.3067008453281228,0.1738724604370262,0.6454073017090866,2.5802558454158553,0.770168094364829,1.8726340203212242,1.7533278538863528,0.3579814358237508,0.8887104868847929
1.809783582535296,-0.14120031749383444,1.4450560433832318,-0.22279073974406294,0.20474116531542974,0.7865943001741496,2.6275549203192607,0.6738614718922016,1.997000962968109,1.5856344375100642,0.5515113085743838,0.9432073910641928
1.1611289746338294,0.5900117493502727,1.6246142654233438,0.5319051412889693,0.8322643471398552,1.1894339593817673,2.3385307202941723,0.8190546322752166,2.008234513554814,1.8187651589371496,0.5838454890597718,1.2433653028035723
0.7822014515282749,1.7591588739143156,1.0190496633023036,1.7144602995905132,1.6513128041484066,1.7450557207394988,1.9618952724935232,0.8165015773945422,1.818037078869109,1.7644051394583613,-0.0484654756665249,1.5172577132582432
0.7817757194315877,2.2729450157122857,0.37225074568087313,2.237337069700548,1.8773198589936169,2.038183526431947,1.9869913105956174,0.893341394838246,1.6096386457233227,2.1202969470897424,0.20080446762593204,1.7579047593487238
0.6618329810143209,2.3837064076132073,0.024158803594555453,2.335923074496882,1.8879546763552615,1.949115618633818,1.768465120822556,0.8575986615161273,1.655078232699836,2.0754418506473318,-0.40593717792993667,1.6715188835293056
0.9185366624525848,2.2185567983231427,0.6138583537054348,2.165235348291669,1.7960660524612069,1.803434592553354,1.9230615434486307,0.9406113825224125,1.5857233357056175,2.013487869901629,-0.12192515365900677,1.6543151134961271
0.8760593115831217,2.3978950542651587,0.034430777369389126,2.3409452994699285,1.8609006607077938,1.9049528978734427,2.050852412075976,1.1305965481305038,1.5837475739456823,2.2986777606274034,0.31790538364332754,1.8358463063907529
1.3734718645472377,2.263235364115644,-0.7287954195245807,2.2138711768865984,1.7198181773362755,1.8348414904362353,1.9023102950798054,1.18848744240681,1.5449862690717966,2.303211713276147,-0.28209272621469983,1.6664771813645096
1.6155120719583582,2.1829712011763185,-0.25816680107430895,2.143753840333383,1.7065288243127237,1.8733516187331176,1.8522751020336505,1.4476431679196335,1.6744840951699114,2.15552075544838,0.0013885838481463712,1.673846057474645
1.9872445710567899,1.7264939052749269,0.17057445676723326,1.671709843951188,1.471467498087272,1.6181767071267872,1.6073596771351302,1.5420978630763627,1.7411582938371715,1.8381626229076031,0.21170316734669536,1.4668650012199982
2.1975208971241056,1.862198773235092,0.6296029760519475,1.8016876764706578,1.6110000985676105,1.761373066340771,1.7155930201984628,1.6688622134080253,1.7683573768407808,2.236126704889675,1.0873919085184123,1.7260507941029557
2.463795188422324,1.7533424560422957,1.1310899488178063,1.6864377478787174,1.5655165059872835,1.7282376146277183,1.7216073879821752,1.695244929289006,1.815444575665846,2.0639122255138806,1.1402082741165758,1.6780670247409677
3.0430127594369694,1.6884233044434058,1.3672859331263092,1.6160310143020429,1.4862889880871508,1.6134471888902266,1.7159519111281685,1.7574522213773394,1.9107468782254138,2.1234553480599025,1.0483778231178325,1.6556107524805597
3.4553383311284325,1.6236430491171685,0.8050921254473845,1.562800963270182,1.3702228886788534,1.4179237349880915,1.5862796353079531,1.5718959862279003,1.8010711765370386,2.072492536563444,0.6733116386208307,1.5271174125850673
3.782371760378034,1.564865499114557,0.7622733513274927,1.499839343014891,1.3612078476034326,1.380473741676333,1.4525149540336646,1.602558499904386,1.8466154049210959,1.7403496555035678,0.8027131341720601,1.4668722626233242
3.365379922892986,1.7198566391149912,1.0466708885077656,1.64504972268723,1.425861671681229,1.540269438521958,1.509029264388212,1.6675637456446317,1.8693266765608758,1.8560310994691935,0.6690748572390489,1.5277471330201118
3.301358523640241,1.7579747192524648,2.0529253781230445,1.6861050032878242,1.455869675323548,1.7951699275225188,1.728636289663811,1.8114321719240576,1.9938661147436538,1.818755423691022,1.595874840943285,1.719583152415087
3.2088262144785773,1.9778185372373722,2.210192158229131,1.9161627669083892,1.562437938013926,2.0046536912593433,1.8287150881354841,1.9104471417672197,2.080399256578967,2.0187259090813,1.9626567397057308,1.906702319380167
2.769070010449326,2.203961329896428,1.8347059768725276,2.140826876268499,1.6835560754231864,2.0962167703371692,1.8471338707877158,2.112529577585844,2.244578128608979,2.0880451732448844,1.8201627613246165,2.004037745079187
2.009479038224393,2.58810312321073,1.7947176958678344,2.527996566828486,2.0164468785316307,2.3351919639843413,2.0574940016507703,2.2164613887924003,2.3306520932284935,2.350710884569386,1.7412917734236595,2.230385045920451
1.6419572899062818,2.830325343140511,1.6294310149864348,2.7646776718614423,2.2208631481710897,2.5412760868066635,2.228777303159062,2.325730285018203,2.4121322202462334,2.440366386334505,1.6595722455241355,2.365244902633854
1.6106892943875462,2.8163495108721173,2.4573746995937347,2.7684608387109106,2.21204901278939,2.6945434882308286,2.585722976369941,2.564875657758612,2.6383134148494953,2.4636991018043504,2.468597659458159,2.5647417878363377
1.8106917033914538,2.880803268264226,2.599697227911247,2.8322598034640074,2.307686321896467,2.7642441835426896,2.7500729178149976,2.855963327249992,2.911220973488328,2.315576074370652,2.4475868198105863,2.6350294541584662
1.8008373320078874,2.9558834484399945,2.3222590183125065,2.8884099245991397,2.434668061607521,2.8329399716686563,2.7353530604596092,2.8587992165453633,2.86861221169042,2.430468091382229,2.5538946766032207,2.6953270678260193
1.941080477540158,3.0152195769409844,1.6936987819002138,2.9407396391365226,2.540318501228048,2.78788427104499,2.4761368879972188,2.784976857455499,2.7665011011353466,1.8190983165518102,2.1701163970400037,2.532590060004276
2.082955813487697,2.868574626240799,2.1640519249424646,2.791814128901297,2.5087168135396007,2.777476575125065,2.370077243978024,2.7545307735823057,2.6767862076405122,2.139209805883862,2.518838250609995,2.5534310109705842
1.6552538595605792,2.848295860515182,2.447585194006865,2.7798862011972103,2.5285430171209216,2.784064847251824,2.389285308786695,2.860586272372448,2.7847164242083875,2.3897652446460227,2.8793956643799214,2.6571268172649054
1.5730636652764307,2.660397489401415,2.2170917777397117,2.5951756545355344,2.4630981932734684,2.6729175520514787,2.1693172560320337,2.8039765457078416,2.6786301525631036,2.213222184986359,2.410111088820482,2.4557074313731992
1.0538808450035297,2.7154483758432746,1.7861921047168345,2.647310696274973,2.583701544762465,2.6336783445923824,2.001763657012225,2.8107940314018762,2.6544706262642,2.2541092613517097,2.2289052875367754,2.4408156355779465
1.284577491474037,2.6709116965921287,1.646681149085424,2.592480689982492,2.5566279760907125,2.550316356207063,1.8858160657056455,2.865841988133486,2.675681130908816,2.5340414226204233,2.041714644136185,2.422467660862343
1.4593021057804911,2.5450927365144977,2.011512161423361,2.467646772571115,2.4862355578898736,2.508930929708346,1.8938337833231471,2.6613130008590438,2.528694306423452,2.2802787535689797,1.9937576512673953,2.313648508794066
1.7802025617549067,2.28728662679495,2.092947582700968,2.212913902742968,2.303993999623777,2.356856861651726,1.8595227893133326,2.5985081493055984,2.486053851210771,1.9873997894922075,2.203072852003167,2.1914634015973102
1.7002304756867037,1.9549997251175055,2.4713007763133574,1.8917865383930874,2.024281087761066,2.130064678567218,1.8594701666637605,2.5147877261610927,2.4498470202100116,1.7176863695991615,2.8029840867662923,2.100150713501555
1.7270700275877626,1.9056709897676622,2.3505397475726695,1.8410053009028207,2.0323740774177455,2.1138507029168765,1.8153451913585505,2.451901088457293,2.4067138547019846,1.9352126432214478,2.6595946080378763,2.085130952201155
2.0324896108802726,1.7695690946717344,2.1900700948903817,1.7091518487206212,1.9010937678609883,1.919303131872243,1.6702371417344264,2.1151020103977145,2.1597493598446627,1.7368765170860923,2.414189870050114,1.9086953714240913
2.1216513865095266,1.858364204517383,2.515728266749489,1.8123294557197884,1.896503156459012,1.901364026097131,1.671571716273057,2.0915278168552214,2.163860516971734,2.3043928651508048,2.7410558801941303,2.0640111136122727
1.2310463894310342,1.986803787978219,2.7951912192525783,1.9468598199902611,1.9525046360120497,2.002842009417243,1.729246378172573,2.1812628670232894,2.2306331520126523,1.9267797606718482,2.828480335051681,2.0859011242698977
0.471530415582988,2.178132201139153,2.7602006799015553,2.131819741479453,2.110568147306719,2.1485083549404753,1.8461136123784085,2.2759316736606645,2.3022475419522315,2.0349974430615667,2.570090773587871,2.1677099229864862
0.7811329237224829,1.9665285812317401,2.528919859058626,1.9128529801292729,1.946758163458682,2.1080819762810394,1.856807574055498,2.1669224892965215,2.220837618241068,1.693381992175554,2.4537677983194546,2.00727638680161
1.1390247100919737,1.9430956649956594,2.4390538437474363,1.891687970051621,1.9096457290380793,2.0652985757549813,1.8896273034252387,2.1087261307638303,2.1915047017911267,1.4958768444679098,2.3858969835440016,1.9581907424733764
0.9798421780919053,1.854539368531586,2.5690242248656134,1.8172453361411545,1.829179563889977,2.066409376281228,1.948039039886729,2.0509888587865923,2.1306851478228706,1.360222810269204,2.4515612402276883,1.91306750096703
0.4992315931635183,1.9881999600056819,2.194575829088007,1.9627837547206723,1.9498509149977237,2.0741661454979967,1.9123868511485334,1.958249077766261,2.0740086275491416,1.4152114863894014,2.380744595078721,1.954740884269982
