"BMA","BMA2","DFM2","LAS","LAS2","RDG","RDG2","RFM","RFM2","REAL","ARM","OLS","MAG","MAG2","DFM","RWM"
2.3639075928143445,1.230160827232981,1.7226729931861062,2.4055169119191664,2.27459870417816,1.7964117755727156,1.3735873909171796,1.0637022029046732,1.6125792944785025,2.628205128205119,1.7332141494273055,2.2235242464341063,1.753168768619378,1.6882434790752805,1.777571413285673,1.356946991716619
0.9547227221018564,1.584255205606634,1.8788679528447818,2.4389731139332955,2.2527321461844725,1.8116760968698682,1.4113740809100201,1.1601179510984774,1.6912607345896031,2.909073009856833,1.7711107822192083,2.0512538636723177,1.7919674983766236,1.7320247091706689,1.874380050444581,1.3999064938733858
2.00508493029895,1.793298323056533,2.346562440569063,2.464138598732212,2.2659084165147427,2.046195531827076,1.6149451648367164,1.3267296255875627,1.841293669813113,3.065716703250887,2.1349175323107366,1.7775311094327786,2.166175447883441,2.1312646315872112,2.2827577070490386,1.8228511034046788
2.233586019400821,1.4265989753199786,2.3446276539727036,2.384642908938512,2.2873030997688137,2.0996104599179204,1.6887818773929317,1.3881387856066163,1.8465526191910222,2.553962559839329,2.0890290954521418,1.7446832313962641,2.119828548167148,2.079706328571321,2.264279864070574,1.769205346266803
2.007598449288282,1.4567792551864716,2.471268585620377,2.417483417980557,2.354743130726526,2.1369569158834287,1.7497762804931103,1.4744570064997082,1.790694570391601,2.532141065945792,2.165422730845613,1.6686724176089487,2.199870466285415,2.16784963090321,2.368176160102936,1.8583021150876884
2.346683784904575,2.111523354932201,2.7568169914768053,2.4599920359934706,2.3910711938621705,2.4102712000953046,1.8949885295119717,1.431161415687548,1.896865834276621,2.696733413869268,2.2912328263585615,0.7614526829718403,2.3456245462643026,2.3145601794544506,2.595200724035374,2.0045990557184736
2.186637991466348,2.240611130779736,2.9479484756081047,2.4688508488160665,2.2779798312649944,2.5704913438249744,1.912648573369471,1.890182622932445,2.287919739612636,2.6038498041028646,2.385549008270906,1.655490572623299,2.43855689699907,2.414124898985092,2.7706407178060526,2.1141540368503895
2.462376631317588,2.526167450808404,3.4678842791891475,2.6080648110826585,2.4374437435825556,3.023773357566977,2.3454176560864695,1.8547740140450417,2.6466481327476252,1.9358360118867157,2.6853413984494883,2.324810348892683,2.756099413775477,2.743168365264303,3.392335291050759,2.464730447706763
3.4860032730127584,2.2923770410101683,3.723336402055144,2.7504859784076037,2.5147025845650233,3.2621788780802876,2.5946166796667876,2.103667931207006,2.63015221805467,1.9493459907967914,2.999611611554359,1.727462902537031,3.073673700974426,3.077022134093459,3.5865277945689504,2.833341409648876
2.422056388283274,2.7648751050755878,3.1327888335078202,2.5456596352105425,2.4176944562052674,2.9069938755361595,2.4660802777106237,2.034116672679017,2.8913115923611405,2.4129593810445105,2.5172392376177113,2.7271757198081596,2.5647505638094454,2.550048043798568,2.959702470827498,2.2664260361302375
2.55112991910089,3.234849509199424,3.1183288576100794,2.610395612563212,2.510934616107527,2.917138668699739,2.5505532838467424,2.0702527203793553,2.9546802131822236,2.527058368766877,2.550133186828922,2.5167620572913956,2.607691553303862,2.5881555936196228,2.953216836790492,2.3051900957398694
2.4189647324753265,2.298092511316699,3.4261557060366092,2.7698947041729953,2.616492250600918,3.1111425851765357,2.6967412889253337,2.1400786984838778,2.8909264054094472,2.12386823348103,2.8188805908162418,2.664473243392993,2.895967101926892,2.8858110942970874,3.263100295031636,2.6212966769861787
3.0702569020302186,1.9055620919321958,3.359711669435105,2.8119031250938056,2.5648574770528874,3.076824293280047,2.6735569913169144,2.229468911127806,2.931027113769739,2.5343518785433172,2.7988293951550345,2.766768067799388,2.851332981458379,2.853993829308465,3.2006120417472963,2.5980248805108865
1.797616296372324,2.8412316877554344,3.0496013033215164,2.755899124887592,2.5414026825580316,2.88852581509629,2.4601126847399835,4.741780613282355,2.9885074181167397,2.837475823793012,2.6296145731598903,2.7492268732106337,2.6607360755509397,2.6616707073902006,2.9118211800095017,2.400308146349177
3.270335735158386,2.0878233157623427,3.1416794170665985,2.7348622609691966,2.6582351408157296,3.047036716928983,2.600096939154808,5.173093883232431,2.6362869373327134,1.9688053203195999,2.700023348285836,3.3847946249917213,2.7450883180307306,2.7425263177164285,3.004593021974497,2.4844075041986646
2.4645614713062964,2.4242485575454347,3.0905959633090756,2.75655362963506,2.623751207474842,2.97369459388812,2.4860383771574677,4.6836901224288745,2.510983135062697,2.0688501875343324,2.6796549136447814,3.3775092735628296,2.708717672439611,2.7159934441069185,2.9620626634405864,2.4611043047243863
1.7369660134833582,2.9052839464875624,3.1115038770406356,2.769527197886835,2.6137489861950165,3.050072161145816,2.569442232366792,4.5214152755776365,2.5005793619976795,2.347608254801381,2.7193603198362015,3.914027778849311,2.7425273911330046,2.7492668018780186,2.9885846487373278,2.5082916509610507
2.881902848037433,2.651679236441764,2.9533685015971787,2.740252081613333,2.6781520069021205,3.0270394945878314,2.5982169126352646,2.194086826034291,2.268144252033461,2.46848864638185,2.6145920172286865,5.553319768206859,2.629150093323185,2.6360445149969207,2.836517981547465,2.386293300377971
2.911565764672241,2.6599985462981497,3.0219849731297317,2.8116247372622984,2.7146689900621173,3.087785621043901,2.7813722043031235,4.631595250051489,3.4724876222762373,1.513444271803177,2.7509366247610996,5.109094114002565,2.7614074230925802,2.785566029172636,2.9124992966434977,2.5471480874656223
