1.9840322574861302,0.001
1.9618227583938064,0.002
1.9374605103512539,0.003
1.9236773966132759,0.004
1.9094530342202223,0.005
1.8920730865705293,0.006
1.8758818927340581,0.007
1.8610233078072083,0.008
1.8491896431582204,0.009
1.8393364654929867,0.01
1.8302919400788205,0.011
1.8236152143388376,0.012
1.817725683802136,0.013
1.8121908137863574,0.014
1.8088959280613797,0.015
1.807229815564838,0.016
1.8050137720472303,0.017
1.803187234505921,0.018
1.8022496145309221,0.019
1.8017945362521266,0.02
1.80196810530376,0.021
1.801955150869631,0.022
1.8018646220620753,0.023
1.8018152336640483,0.024
1.802464338181247,0.025
1.8032856448272074,0.026
1.8038631285157578,0.027
1.803840810246446,0.028
1.8032092733528693,0.029
1.8025314453427315,0.03
1.8017187569541833,0.031
1.8008835459008161,0.032
1.8002481556236338,0.033
1.799439889543173,0.034
1.798485312799616,0.035
1.7976110588849488,0.036
1.7966930917684096,0.037
1.7959631183428275,0.038
1.7952395248225872,0.039
1.7943643175123758,0.04
1.7933019777815624,0.041
1.792262235742872,0.042
1.7912872884967104,0.043
1.7902747376377364,0.044
1.7891881345424518,0.045
1.7882393103062322,0.046
1.7875906614332204,0.047
1.7869827498632342,0.048
1.7862284536084725,0.049
1.785487661022084,0.05
1.7846669741975325,0.051
1.7838300802419755,0.052
1.7830819501351873,0.053
1.7824068524634873,0.054
1.7816911563134732,0.055
1.7809156524809278,0.056
1.78021573068283,0.057
1.7795816893545133,0.058
1.7790392560545916,0.059
1.7785406975514315,0.06
1.7779637770215186,0.061
1.7774761759966986,0.062
1.7769563316208408,0.063
1.7765058017406166,0.064
1.7760637147921663,0.065
1.7756413632038222,0.066
1.7753248883714827,0.067
1.775079996682617,0.068
1.774935444275508,0.069
1.7747799356559883,0.07
1.7746521170725094,0.071
1.774563099944284,0.072
1.7744122805979987,0.073
1.77405246260451,0.074
1.7735484723940858,0.075
1.7730871516364726,0.076
1.7724718016607819,0.077
1.7717104499856953,0.078
1.7708960551086905,0.079
1.7700934803176023,0.08
1.7693468075046268,0.081
1.7685781534812606,0.082
1.7678591457576593,0.083
1.7672514243986859,0.084
1.766633899997073,0.085
1.7660184556477085,0.086
1.7654032786351623,0.087
1.7647447618860312,0.088
1.7641154689107257,0.089
1.7634060004896728,0.09
1.7627000090944778,0.091
1.7619958611227962,0.092
1.7613127814680032,0.093
1.7606320019710753,0.094
1.7599675938809496,0.095
1.7592940998439266,0.096
1.7586438953783914,0.097
1.7580184206844613,0.098
1.7573953988081399,0.099
1.756782118193525,0.1
1.7561845301291024,0.101
1.7556031043749973,0.102
1.755055781340103,0.103
1.7545351402283216,0.104
1.7540367750842079,0.105
1.7535428137710676,0.106
1.7530240605689513,0.107
1.752503449088569,0.108
1.751984781829048,0.109
1.7514571933910292,0.11
1.7509392751306017,0.111
1.7504286626564713,0.112
1.7499380549882777,0.113
1.7494499673589754,0.114
1.7489721571121226,0.115
1.7485426258222723,0.116
1.7481126699048302,0.117
