"p_value","BMA","BMA2","DFM2","LAS","LAS2","RDF","RDF2","RDG","RDG2","DFM","ARM","OLS","MAG","MAG2","RWM","ESMB"
"BMA",NA,0.103710455450261,0.33798633808329,0.237017053455884,0.00302637686816221,0.90127988220594,0.434710821306255,0.0699525838887591,0.013300972600768,0.231425676196429,0.477947587349334,0.000506540541633395,0.546454051025352,0.729627071453381,0.939870630122942,0.0246067433195503
"BMA2",0.103710455450261,NA,0.242175577325092,0.506953604593485,0.581314228259395,0.381391622358658,0.572957924606563,0.739146071365504,0.0403389125877847,0.398557243181121,0.249561403578494,0.00221317866481272,0.239320954123904,0.173634297010308,0.124073072736724,0.874578612456674
"DFM2",0.33798633808329,0.242175577325092,NA,0.973913953071173,0.076931142103565,0.612546050449568,0.979259194295105,0.193172447162664,0.019340131185567,0.0187205234608969,0.7365858844218,0.00582292284316557,0.561545743491396,0.302090765757336,0.230070091716184,0.0732184861793881
"LAS",0.237017053455884,0.506953604593485,0.973913953071173,NA,0.0856200675281638,0.568141420410722,0.937093023030896,0.412868463318883,0.151655412225037,0.776149852721016,0.919986239737902,0.000746562804597342,0.822032484491074,0.627815100846984,0.49441930214334,0.267865048753068
"LAS2",0.00302637686816226,0.581314228259395,0.0769311421035649,0.0856200675281637,NA,0.191399308573172,0.282949583158418,0.23911663544678,0.374765164027254,0.142263966848324,0.11816525472886,7.66668785204801e-05,0.105178336494405,0.0761853980577438,0.110855790127982,0.245480222923251
"RDF",0.90127988220594,0.381391622358658,0.612546050449568,0.568141420410722,0.191399308573172,NA,0.104649829962879,0.26875538106536,0.144777433125306,0.498848201062551,0.696000801074852,0.0292371320364982,0.746552425304861,0.888222879266001,0.869660563472735,0.236027092229195
"RDF2",0.434710821306255,0.572957924606563,0.979259194295105,0.937093023030896,0.282949583158418,0.104649829962879,NA,0.504643868533847,0.217563176970232,0.844321764878742,0.889041559784685,0.0106172596965705,0.80054734844846,0.625023590673614,0.48783411812453,0.424859229544872
"RDG",0.0699525838887592,0.739146071365504,0.193172447162664,0.412868463318883,0.23911663544678,0.26875538106536,0.504643868533847,NA,0.130227572130213,0.425329785295324,0.238316282975345,0.00170616295519246,0.165713858940891,0.0937792259170393,0.155291755983296,0.361710984184846
"RDG2",0.0133009726007679,0.0403389125877845,0.0193401311855668,0.151655412225037,0.374765164027254,0.144777433125306,0.217563176970231,0.130227572130213,NA,0.0373088410388609,0.0463538125404141,0.000426919808404005,0.0513846328465374,0.0405414155045243,0.0454872088574579,0.132080152800445
"DFM",0.231425676196429,0.398557243181121,0.0187205234608968,0.776149852721016,0.142263966848324,0.498848201062551,0.844321764878742,0.425329785295324,0.0373088410388609,NA,0.308291014881541,0.00442072792046601,0.229428086625081,0.116503111595084,0.144487275330981,0.197044023984176
"ARM",0.477947587349334,0.249561403578494,0.7365858844218,0.919986239737902,0.11816525472886,0.696000801074851,0.889041559784685,0.238316282975345,0.0463538125404139,0.308291014881541,NA,0.0104804768100982,0.280479604913672,0.0302232130301799,0.150641775470353,0.142302273956735
"OLS",0.000506540541633349,0.00221317866481274,0.00582292284316566,0.000746562804597506,7.66668785203706e-05,0.0292371320364984,0.0106172596965706,0.00170616295519244,0.000426919808404147,0.00442072792046599,0.0104804768100983,NA,0.0121426487939702,0.0188225454230602,0.059041185871715,0.000716166393549988
"MAG",0.546454051025352,0.239320954123904,0.561545743491396,0.822032484491074,0.105178336494405,0.746552425304861,0.80054734844846,0.165713858940891,0.0513846328465375,0.229428086625081,0.280479604913672,0.0121426487939703,NA,0.00145594081187305,0.198581911726504,0.103470909285409
"MAG2",0.729627071453381,0.173634297010308,0.302090765757336,0.627815100846984,0.0761853980577438,0.888222879266001,0.625023590673614,0.0937792259170394,0.0405414155045243,0.116503111595084,0.0302232130301798,0.0188225454230603,0.00145594081187306,NA,0.366163722115573,0.0617927514281635
"RWM",0.939870630122942,0.124073072736724,0.230070091716184,0.49441930214334,0.110855790127982,0.869660563472735,0.48783411812453,0.155291755983296,0.0454872088574581,0.144487275330981,0.150641775470353,0.059041185871715,0.198581911726504,0.366163722115573,NA,0.115164155357927
"ESMB",0.0246067433195502,0.874578612456674,0.0732184861793881,0.267865048753068,0.24548022292325,0.236027092229195,0.424859229544872,0.361710984184846,0.132080152800445,0.197044023984176,0.142302273956735,0.000716166393549952,0.103470909285409,0.0617927514281635,0.115164155357927,NA
