"p_value","BMA","BMA2","DFM2","LAS","LAS2","RDF","RDF2","RDG","RDG2","DFM","ARM","OLS","MAG","MAG2","RWM","ESMB"
"BMA",NA,0.70222755971637,0.781928455131218,0.0727826591039902,0.215677994433316,0.840792109762554,0.13309905169127,0.0386381996817393,0.0138678779301076,0.103491118834644,0.10550613935923,0.0269172947248413,0.12223235712568,0.170073322034545,0.227257033918629,0.0348636410267686
"BMA2",0.70222755971637,NA,0.992726876149089,0.0107316936032109,0.305484211465659,0.569684594110949,0.00532719674817739,7.19234836776828e-06,3.39882374689182e-07,0.00174975004764599,0.00852981020742427,0.082352083158332,0.0137043252578426,0.0378470371793629,0.145234537061119,9.38893784940831e-07
"DFM2",0.781928455131218,0.992726876149089,NA,0.197229467059543,0.510667094071544,0.653751775935999,0.230733642105346,0.0723155764464392,0.0249843522207307,0.0843749982291468,0.120452237954235,0.0962679164151668,0.134925686953617,0.202805722416115,0.246555704433089,0.067421911294012
"LAS",0.0727826591039903,0.0107316936032109,0.197229467059543,NA,0.205264599735839,0.154176013772617,0.720845895793566,0.329543549882483,0.173544346844521,0.976219288231768,0.99650808074657,0.0328375050536398,0.865507561910144,0.59630413293527,0.616018960102736,0.337104930995746
"LAS2",0.215677994433316,0.305484211465659,0.510667094071544,0.205264599735839,NA,0.359040816557354,0.588514127609765,0.118238085933614,0.0340148241803462,0.39578817598696,0.382342664398601,0.040360307288813,0.458974863210095,0.644199691363336,0.789930314207091,0.112139716962666
"RDF",0.840792109762554,0.569684594110949,0.653751775935999,0.154176013772617,0.359040816557354,NA,0.112871818327405,0.0749756348750346,0.0517510816830589,0.159942728702933,0.163474498289395,0.141006497518468,0.178531000242804,0.21373862239209,0.282080429553667,0.0677939477883291
"RDF2",0.13309905169127,0.00532719674817739,0.230733642105346,0.720845895793566,0.588514127609765,0.112871818327405,NA,0.143275818028225,0.0963819588486192,0.765019033349627,0.76436946218252,0.0399414166340811,0.876692956359815,0.847339881703247,0.783989794887576,0.16361771740794
"RDG",0.0386381996817393,7.19234836774515e-06,0.072315576446439,0.329543549882483,0.118238085933614,0.0749756348750346,0.143275818028225,NA,0.215956289971089,0.160721115523452,0.239264608711278,0.0277889936453402,0.158435888062905,0.0570806374135502,0.204136563033795,0.923671647243429
"RDG2",0.0138678779301077,3.39882374533069e-07,0.0249843522207307,0.173544346844521,0.0340148241803462,0.0517510816830589,0.0963819588486193,0.215956289971089,NA,0.0348052266504731,0.0756903653046874,0.019135931631487,0.0712448422739029,0.0422290965770152,0.0703014043245271,0.167189617714148
"DFM",0.103491118834644,0.00174975004764588,0.0843749982291469,0.976219288231768,0.39578817598696,0.159942728702933,0.765019033349627,0.160721115523452,0.034805226650473,NA,0.950509825094574,0.0373892831003533,0.741310876299014,0.2871063916835,0.408588897915673,0.182427945502538
"ARM",0.10550613935923,0.00852981020742431,0.120452237954235,0.99650808074657,0.382342664398602,0.163474498289395,0.76436946218252,0.239264608711278,0.0756903653046874,0.950509825094574,NA,0.0375128624823568,0.17352169308831,0.00332468158550207,0.258902892684373,0.28281032361756
"OLS",0.0269172947248413,0.082352083158332,0.096267916415167,0.0328375050536398,0.040360307288813,0.141006497518468,0.0399414166340812,0.0277889936453402,0.019135931631487,0.0373892831003533,0.0375128624823569,NA,0.0396101521464618,0.0447977622231006,0.049380698127427,0.0267933296107496
"MAG",0.12223235712568,0.0137043252578426,0.134925686953617,0.865507561910144,0.458974863210096,0.178531000242804,0.876692956359815,0.158435888062905,0.0712448422739029,0.741310876299014,0.17352169308831,0.0396101521464618,NA,0.000579453369468327,0.35638901378264,0.19790981777962
"MAG2",0.170073322034545,0.0378470371793629,0.202805722416116,0.59630413293527,0.644199691363336,0.21373862239209,0.847339881703247,0.0570806374135502,0.0422290965770151,0.2871063916835,0.00332468158550192,0.0447977622231006,0.000579453369468297,NA,0.743758836566863,0.0795876819253793
"RWM",0.227257033918629,0.145234537061119,0.246555704433089,0.616018960102736,0.789930314207091,0.282080429553667,0.783989794887576,0.204136563033795,0.0703014043245269,0.408588897915673,0.258902892684373,0.0493806981274269,0.35638901378264,0.743758836566863,NA,0.225616741069232
"ESMB",0.0348636410267686,9.3889378483672e-07,0.067421911294012,0.337104930995746,0.112139716962666,0.067793947788329,0.16361771740794,0.923671647243429,0.167189617714148,0.182427945502538,0.28281032361756,0.0267933296107497,0.19790981777962,0.0795876819253794,0.225616741069232,NA
