"BMA","BMA2","DFM2","LAS","LAS2","RDG","RDG2","RFM","RFM2","REAL","ARM","OLS","MAG","MAG2","DFM","RWM"
4.432980549778277,4.476634090860938,4.468856817794677,4.1678846768705355,4.196096681957716,4.32609169462802,4.539987570518034,4.288260056015534,4.3236666742157945,3.752698119025588,4.412068509622461,2.902623099111504,4.447940999066267,4.535543617353242,4.385255017863453,4.383471222048889
4.347093369725343,3.2995919192580923,4.184573478399051,3.9741379846091958,4.04301932986342,4.10106168801905,4.490058903218209,4.1532137761906105,4.161157928238459,4.628145041933873,4.160259258969338,4.038926783599585,4.152898603278867,4.246140299525877,4.126025768395248,4.08086172904679
3.0860742769924414,2.6684923716468694,3.936647561601495,3.9210263509491616,3.9065008896351188,3.71102580688855,3.5602820906774264,4.06376627539232,4.003663028520183,4.928775805310304,3.9241553327200047,2.995338660608276,3.874600796047904,3.965227739080067,3.8949603823722962,3.7973040781810465
3.2576117722353395,4.3427406446078844,4.099725127130215,4.033019409904133,3.9908431880356474,3.7430264228166847,3.5046033928482876,3.8655661962479444,3.909872326651419,4.56934463155636,3.9802137358477645,2.651708109379745,3.9508665566498995,4.041091645139649,4.00736407980261,3.865623904389582
3.4966385101491584,4.606236209401683,4.109007904519656,4.1833407733122,4.10603990508633,3.870264375613689,3.6663050914829522,3.644784271600807,3.544366160877303,4.571795538294543,3.9614013356429343,2.8369737681374283,3.9529034220432466,4.028500502490977,4.007536596631637,3.8439033225805765
3.549674082685239,4.261963550066079,4.115684934128411,4.103121542460288,4.042599213541877,3.8941981347620795,3.6809597234915157,3.501119985036518,3.419664635381368,4.884965466770375,3.94379963434515,2.6892423122768907,3.9534815277891915,4.023553477156073,4.006932274271228,3.823701758653297
3.7572024083427658,4.483987728802148,4.731512851208333,4.300508813794772,4.181075325953247,4.140060729280483,3.71172910730261,3.7620853997381105,3.5818046024545658,3.8470269534028656,4.149720371734253,3.276021798405383,4.190951888840575,4.251560928715576,4.498515652784688,4.072195724418735
4.40633073314801,4.6759728652858605,4.487304806699395,4.3928083646183325,4.260081063038418,4.323484831777991,4.485334443533894,4.070264236328052,4.28927205231149,4.3155277631281574,4.2497653752905515,5.547678041270016,4.277766752257109,4.33984218469764,4.339551407369994,4.192599712413789
4.732173217347961,4.157363652456524,4.396411153126758,4.2149877487875225,4.196118691786572,4.329771075537571,4.573727830162065,4.145532978332362,4.3666776220855725,4.825246216670687,4.252978174719035,6.845817472721099,4.261398526066713,4.328577160652682,4.284787987588159,4.1961291479085565
5.11779579257126,4.62041281652477,3.8967162523845955,4.12880642910397,4.084055906907422,4.20266416064318,4.587083033934257,3.9890086822105464,4.2280024073898685,5.54290508149573,3.8732768895313052,7.3823733957643665,3.8493065065331398,3.8990806562002893,3.8532604028901103,3.7384546004684127
4.677662541274987,4.213398038663166,3.8020014061903273,4.054747495467669,4.018638560364519,4.179966861229528,4.477183899999532,3.985410908831713,4.288431359751227,5.348600813202609,3.748207006761809,6.093524424747734,3.69873570787138,3.749574746491889,3.7517794176871218,3.5875315200680546
5.086254591033181,4.413790443890318,3.9781791460190763,4.092371891842584,4.076200103351316,4.340174334478817,4.975217137350122,4.015566962992427,3.993256818097803,4.61371314610588,3.9458876666465565,6.659586430487879,3.921782490361679,3.9793245292823336,3.9283309984373935,3.825404596903452
5.206196066108708,4.726311228189128,3.933726471444744,4.1743926922723,4.104226223628548,4.311606220538015,4.85649551825644,4.008084276875134,4.111632554187439,4.893983488745013,3.9505738025513377,6.659694681969388,3.9359555659238827,3.9814679906283614,3.9071951262374545,3.8314874794142226
5.289691719572029,4.70749768472164,4.803087905213286,4.617086531853978,4.417556233484444,4.768545692365809,5.259430193107291,4.149766746757181,4.7824912120886705,3.6107792380193793,4.519575126666062,5.712312086085605,4.566755453441129,4.610555743607189,4.633915524834149,4.517615050893924
5.717628669936859,4.784399689474359,5.44680527063228,4.6657693774777504,4.455822720688668,5.1765414098096585,5.852177099312954,5.1680149441325804,5.403766512766324,2.3953675877739222,4.86507487508554,5.0636876976195495,4.951618447254042,5.015621090432786,5.197810951185031,4.934028742024257
5.583208210155328,5.445309701701906,5.759655046467317,4.626537091920573,4.390091021690862,5.200856968585933,5.580288448611047,6.56173403515995,5.133421583890114,1.6092825282061352,5.021122644638546,4.5602406924897,5.119308478239525,5.192051745171041,5.510282889453834,5.121944699838632
5.545728113722516,5.063175876082833,5.665834383925547,4.611953990043239,4.3495935159084755,5.110431133195432,5.467964897675646,5.826452302569216,5.207112451203894,2.198442163500003,4.94389181969244,5.200907179546788,5.0508125989090695,5.12115647728304,5.4009069784100445,5.028630715919438
5.345224867380385,3.2599567666963467,5.428894742617804,4.576073370215558,4.314547106678058,4.886936800579137,5.077804243236275,5.339710744469745,5.107093256323904,2.374128976884249,4.767009588325733,5.02133860396077,4.861615912662824,4.9168033496721115,5.1587317940415005,4.815108136452514
5.299051311941183,3.6448787956705893,4.581868490612333,4.745738997490381,4.400893019559582,4.737133381226492,5.054967053949495,3.8832366231029805,5.1607037626626315,1.9450402921908694,4.448139299645257,6.456932636118215,4.474321229723679,4.530112758040092,4.4706201171594175,4.429854927559729
4.65545651590944,3.7355659832019197,4.42024674725728,4.321519144399566,4.078384132790519,4.505261102257438,4.260971330068812,4.099162444537846,4.334729179363843,2.3355210732965315,4.101642290588019,4.593846962500849,4.07795585668838,4.126842668395986,4.246559503717302,4.011882147953086
2.9921117359411906,1.0286466105392809,4.0163371539939625,4.19060553227072,3.8853776647070117,4.231057989004003,3.5740526453562182,3.481198360370413,4.131068980448972,2.998609340595637,3.7947770761867607,2.256879727367859,3.7316941644773243,3.7770166131765897,3.8957868661325037,3.6420621670764803
3.3150993346531656,3.0549959479664412,3.873566786521859,4.157783261297174,3.8756549919471337,4.189098982802045,3.490819702051043,2.209977213913609,2.8957556724756794,3.016456025681835,3.7524667146600983,3.0344437987659765,3.68175727970362,3.723596956543983,3.7993055433521734,3.5917590742000325
3.1968251770354703,3.825508294721609,3.9635296033487957,4.048411229732585,3.780650942480068,4.110541453673534,3.4440320180573565,4.128501169762365,3.964738428499111,2.6152073732718772,3.9145724493138347,3.388201591283729,3.847420907584943,3.905529034067471,3.9181507457278326,3.788692002892379
2.616722775048401,2.9041887391404075,3.7274773625916846,3.8959866607016105,3.6407814373692533,3.9006168047473535,3.159760496981811,4.109689209673146,3.9032133412502317,2.768952082464704,3.6757272029472245,2.204200079066209,3.604289575963965,3.6467107184956604,3.690078787775282,3.500580781270187
2.559655515107531,3.4434368314933406,3.6572721788488898,3.479425936034426,3.3537751330328422,3.633035704322955,2.7201515154851252,4.083400826087417,3.712476459429538,2.7157764795383788,3.6045600714660906,3.0688095860819207,3.489991394149088,3.557288476758321,3.62216297393032,3.416012008303445
2.082056187166069,2.28215493636301,3.131970691612711,3.2385269701593384,3.224670051353554,3.3027256869068986,2.725918144557421,4.093013921998092,3.6672459296122475,2.7553811562862407,3.2283875637835258,3.7096391491299947,3.0800127585112396,3.1382655644167863,3.177526766919521,2.962552282019435
2.6391086187305453,1.8342052601823482,2.7424699758513533,3.2514201084537966,3.2188451800178126,3.192374727372415,2.746747805956598,4.094236603946154,3.5274269674970458,2.554697646538351,2.9950630869365966,4.303697812030987,2.834223876632229,2.869511969096577,2.8780019245467794,2.6816411250159815
2.4709256778892663,1.93255980832327,2.2620071981676313,3.06302086646373,3.075435123909879,2.939469630447553,2.7683041182660797,4.073691040305522,3.3385635953818844,2.723763123780243,2.670252363107627,4.169553225593368,2.4900553283596656,2.5229664698864473,2.4992073481259527,2.290241701321166
1.9529987491009713,2.055973914670174,2.391660396099409,2.8353337622152863,3.0009540905531127,2.8452202974152914,2.6613888276130995,4.1581435948629055,4.212913837046531,2.5587081366918785,2.7457238175316947,3.4451056131578968,2.560444848927311,2.6015948863484186,2.5940137075579908,2.3833766078505434
1.7571879997673288,2.359914041123398,2.5372984874333913,2.8058137339036677,2.965946578512927,2.8265710955008823,2.509298866214568,4.180444926568665,4.144405641790161,2.4220079410096407,2.880747091948563,3.0954476998818543,2.705699004764102,2.7605469295804066,2.7284575457187987,2.5482632429051244
1.1898824667830779,1.1841606259263338,2.3593483696599926,2.3088911983761706,2.6992414322207843,2.5431180858879214,2.337415227650323,3.9675764020251347,3.659429163919226,2.821010295554638,2.675453864434995,2.0354435863990723,2.5121435163069417,2.5689052196302145,2.5446949598040356,2.302087381248018
1.6477064144901712,1.5696819860510578,2.611894637956358,2.355022675328751,2.6419228292025796,2.6310639592520206,2.3840824880466807,3.849470088342327,3.52376087129709,2.585147409908295,2.8542050454762746,2.9734008436855506,2.7236560887562455,2.791473342023588,2.749194458940099,2.519493224355614
1.766556107733665,3.9230063144725547,2.88102767692463,2.397497173495238,2.6276789988714477,2.69595694400202,2.3699282377883772,3.6691415113608987,3.684214736890699,2.4266508835714795,3.0466517659925945,3.4622143588318246,2.9302426663150034,3.004658890803018,2.9694938609567223,2.7534485860462783
1.2014185078890471,1.3209605979189705,3.0315939140558537,2.2468366306850256,2.5021149056708416,2.6678120151105382,2.111048822566646,3.5984922459596316,3.579646942101144,2.600030919286578,3.1254969789244833,1.956931851700881,2.9994084880901077,3.0882564295527017,3.0791798044355487,2.8494483452892005
1.5825066409261543,1.2170574736856379,2.859162733643443,2.090628758747266,2.3867683637346855,2.6152290841336905,2.1209606836245527,3.2180383431144737,3.2314239947840697,2.736918931057719,2.887031340937171,2.950796921030782,2.7834309234131736,2.842400797168566,2.8834383846682305,2.5629517367405374
2.189295453413114,1.698653483208099,2.9187329188824584,1.978639666167125,2.336833423606415,2.686481855783734,2.2112564793148817,2.706433010935941,2.9914185405598004,2.7348894555440317,2.8923669913633776,4.98125332903172,2.7962941960428407,2.854862206736237,2.9177234591768118,2.571185046548203
1.9426916133408778,0.8303509353678901,3.1359527669637437,2.126676533889648,2.313439801005337,2.867547476498485,2.3309186882153066,2.5061542839529434,2.883323569969333,2.555544694102707,3.0382718042293133,3.507802184314623,2.955405838008204,3.020449407430006,3.099472126130242,2.7478320881232805
2.4097242596005235,1.3832168050818379,3.020889689238727,2.239584555165718,2.385460582501019,2.948223245917462,2.455510717049219,2.616857795574262,2.6287727146258044,2.591208300792136,2.954808639843489,3.567846532822017,2.9140081686504473,2.9557110966533195,3.000301012703563,2.64852161435979
2.3121865184387547,1.1946256338737962,2.842579981793652,2.2733621297377073,2.3761373759537743,2.7682376666311996,2.3859783005678006,2.443549233858433,2.4870192224704892,2.6676691310583145,2.801685812994273,3.6681141187845716,2.7766982985342437,2.8046328907324742,2.838171599486843,2.4657706394665495
2.071706331791828,1.7058663221678287,2.957899145111208,2.1906706499621356,2.3552376829509702,2.7215138984733085,2.3457643112206807,2.727179181769119,2.98573816688849,2.494519825744357,2.9436566352120486,2.908992907223133,2.9121602210684263,2.9535327187242375,2.959658392584794,2.6385547795931816
